higher_taxon,scientificName,flights,development,immature.habitat,diapause.stage,larval.diet,references,references.1,references.2
Odonata,Libellula incesta,not univoltine,hemimetabolous,fresh water,Larvae,carnivorous,https://s3.amazonaws.com/academia.edu.documents/48583554/Voltinism_of_Odonata_a_review20160905-21345-1lsj6li.pdf?response-content-disposition=inline%3B%20filename%3DVoltinism_of_Odonata_a_review.pdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=ASIATUSBJ6BAB75FHHGK%2F20200509%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20200509T134319Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Security-Token=IQoJb3JpZ2luX2VjELP%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaCXVzLWVhc3QtMSJHMEUCIA3%2B4sbOFWoJrLXgZSY9c6uR53gsGnUwsmrCtS9rSU6TAiEAyubl4nyVT3s%2Fckb1Xywp4gCYOKe4HeaTxZff53pnaH0qvQMI7P%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FARAAGgwyNTAzMTg4MTEyMDAiDHye2iRH%2BfNv1fN%2BHiqRA4gAjZxcs%2Bu3%2F%2Bv5lt8dTvHAe2giaHt5DaCaJSkLzag5V4WyabZ0h1kvsLWMFznUxjnH7DN7bfCfxWTIqvCmHIk3i%2Fz8sBPa5BxjDGLplFDj2TIZUwnsSgkvBlajGsuBbN06AaNTqnR%2B24EoB9f2Q6lxy%2B5zmuD57maEe2XSWzff05xMl9lUpBbi63jfBq5HcRjFWYSrLQ8nN3eSYXRr%2BIpIa9RO2Ni3%2B%2FaeNO6uFG%2Byb0bxGcmLIzJ9mbqFLCy1S%2B3BMTAXFD57GIBSpk4PSZLiC%2Fit8fBh8qxZYBCyMgIkokiIt%2BzzE3%2Fpf6cmf2ZAuNEoYDsfDH7rKVbvPeUn75U7KsYxCagWcdR8QMtpj1xQZLn1sC3wO53%2F3mGsHmWcDmLTt9mURqpPviyMDot90mqlYFp5R9HmtOjITzc8TFy6%2Bj2M24SKWKuthOiPJr8uoKP1TorMZoUWvhNPsF6YnMJUdpRmpj35n0ecwBKTZyl0qYRPauo6t7VHY27htgNSdMvZf3ksQ6V1XtsXQvSjTJAEMPWK2vUFOusBiVJe%2FSPNuNUyJ9YKyR8dhUu8vuCmvVXvuDnwUGNW%2By0pxrqG5WhSX71TEzyf8sJugYTjee5pmyBKKHDwbQ%2BUzLARIcjUF%2FWRlz7kjAYFrQVvTiyusZT39rlQ4CgDe%2BhGr1iZhJydndiBcVJAqeO6bhpu4xo8zQt1XPIN9e23gQ5DRGagZNILOIXe9U6k%2FpbBHWS7aTTbbG2bvlQTk26SlIJzjksCzLbX7B%2FNaug8FJYRwkWLTT4WTgL2IBYMOrm1xGWgYPHkAUgdMrTjkedndd%2F89KaSg%2B1hJkhlGk9iT0HuoW5oWLrfbA7ElA%3D%3D&X-Amz-Signature=92ec99aa9ba241485039bdf1fc4ce7073260bf618c77f617e7f80630ca57cbe9,https://search.proquest.com/docview/305419798/previewPDF/56FE5B4A18E1479CPQ/1?accountid=10920,
Odonata,Libellula pulchella,univoltine,hemimetabolous,fresh water,Larvae,carnivorous,http://www.migratorydragonflypartnership.org/index/identificationGuides,https://s3.amazonaws.com/academia.edu.documents/48583554/Voltinism_of_Odonata_a_review20160905-21345-1lsj6li.pdf?response-content-disposition=inline%3B%20filename%3DVoltinism_of_Odonata_a_review.pdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=ASIATUSBJ6BAB75FHHGK%2F20200509%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20200509T134319Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Security-Token=IQoJb3JpZ2luX2VjELP%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaCXVzLWVhc3QtMSJHMEUCIA3%2B4sbOFWoJrLXgZSY9c6uR53gsGnUwsmrCtS9rSU6TAiEAyubl4nyVT3s%2Fckb1Xywp4gCYOKe4HeaTxZff53pnaH0qvQMI7P%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FARAAGgwyNTAzMTg4MTEyMDAiDHye2iRH%2BfNv1fN%2BHiqRA4gAjZxcs%2Bu3%2F%2Bv5lt8dTvHAe2giaHt5DaCaJSkLzag5V4WyabZ0h1kvsLWMFznUxjnH7DN7bfCfxWTIqvCmHIk3i%2Fz8sBPa5BxjDGLplFDj2TIZUwnsSgkvBlajGsuBbN06AaNTqnR%2B24EoB9f2Q6lxy%2B5zmuD57maEe2XSWzff05xMl9lUpBbi63jfBq5HcRjFWYSrLQ8nN3eSYXRr%2BIpIa9RO2Ni3%2B%2FaeNO6uFG%2Byb0bxGcmLIzJ9mbqFLCy1S%2B3BMTAXFD57GIBSpk4PSZLiC%2Fit8fBh8qxZYBCyMgIkokiIt%2BzzE3%2Fpf6cmf2ZAuNEoYDsfDH7rKVbvPeUn75U7KsYxCagWcdR8QMtpj1xQZLn1sC3wO53%2F3mGsHmWcDmLTt9mURqpPviyMDot90mqlYFp5R9HmtOjITzc8TFy6%2Bj2M24SKWKuthOiPJr8uoKP1TorMZoUWvhNPsF6YnMJUdpRmpj35n0ecwBKTZyl0qYRPauo6t7VHY27htgNSdMvZf3ksQ6V1XtsXQvSjTJAEMPWK2vUFOusBiVJe%2FSPNuNUyJ9YKyR8dhUu8vuCmvVXvuDnwUGNW%2By0pxrqG5WhSX71TEzyf8sJugYTjee5pmyBKKHDwbQ%2BUzLARIcjUF%2FWRlz7kjAYFrQVvTiyusZT39rlQ4CgDe%2BhGr1iZhJydndiBcVJAqeO6bhpu4xo8zQt1XPIN9e23gQ5DRGagZNILOIXe9U6k%2FpbBHWS7aTTbbG2bvlQTk26SlIJzjksCzLbX7B%2FNaug8FJYRwkWLTT4WTgL2IBYMOrm1xGWgYPHkAUgdMrTjkedndd%2F89KaSg%2B1hJkhlGk9iT0HuoW5oWLrfbA7ElA%3D%3D&X-Amz-Signature=92ec99aa9ba241485039bdf1fc4ce7073260bf618c77f617e7f80630ca57cbe9,https://search.proquest.com/docview/305419798/previewPDF/56FE5B4A18E1479CPQ/1?accountid=10920
Odonata,Enallagma civile,not univoltine,hemimetabolous,fresh water,Larvae,carnivorous,https://sites.google.com/site/islandecologyuncw2015/impacts-of-terrestrial-fauna/familiar-bluet-damselfly,http://americaninsects.net/d/enallagma-hageni.html,
Odonata,Argia moesta,univoltine,hemimetabolous,fresh water,Larvae,carnivorous,https://www.tandfonline.com/doi/abs/10.1080/13887890.2008.9748324,https://www.google.com/books/edition/Aquatic_Insects_in_the_Vicinity_of_the_B/h_5jDwAAQBAJ?hl=en&gbpv=1&dq=voltinism+Sympetrum&pg=PA68&printsec=frontcover,
Odonata,Argia apicalis,univoltine,hemimetabolous,fresh water,Larvae,carnivorous,https://www.tandfonline.com/doi/abs/10.1080/13887890.2008.9748324,https://www.google.com/books/edition/Aquatic_Insects_in_the_Vicinity_of_the_B/h_5jDwAAQBAJ?hl=en&gbpv=1&dq=voltinism+Sympetrum&pg=PA68&printsec=frontcover,
Odonata,Ischnura ramburii,not univoltine,hemimetabolous,fresh water,Larvae,carnivorous,https://www.tandfonline.com/doi/abs/10.1080/13887890.2008.9748324,https://www.google.com/books/edition/Aquatic_Insects_in_the_Vicinity_of_the_B/h_5jDwAAQBAJ?hl=en&gbpv=1&dq=voltinism+Sympetrum&pg=PA68&printsec=frontcover,
Odonata,Libellula vibrans,univoltine,hemimetabolous,fresh water,Larvae,carnivorous,https://bugguide.net/node/view/576,https://search.proquest.com/docview/305419798/previewPDF/56FE5B4A18E1479CPQ/1?accountid=10920,https://search.proquest.com/docview/305419798/previewPDF/56FE5B4A18E1479CPQ/1?accountid=10920
Odonata,Orthemis ferruginea,univoltine,hemimetabolous,fresh water,,carnivorous,,,
Odonata,Argia fumipennis,univoltine,hemimetabolous,fresh water,Larvae,carnivorous,https://www.tandfonline.com/doi/abs/10.1080/13887890.2008.9748324,https://www.google.com/books/edition/Aquatic_Insects_in_the_Vicinity_of_the_B/h_5jDwAAQBAJ?hl=en&gbpv=1&dq=voltinism+Sympetrum&pg=PA68&printsec=frontcover,
Odonata,Libellula saturata,univoltine,hemimetabolous,fresh water,Larvae,carnivorous,https://www.google.com/books/edition/Aquatic_Insects_in_the_Vicinity_of_the_B/h_5jDwAAQBAJ?hl=en&gbpv=1&dq=voltinism+Sympetrum&pg=PA68&printsec=frontcover,https://search.proquest.com/docview/305419798/previewPDF/56FE5B4A18E1479CPQ/1?accountid=10920,
Odonata,Tramea lacerata,not univoltine,hemimetabolous,fresh water,Larvae,carnivorous,https://s3.amazonaws.com/academia.edu.documents/48583554/Voltinism_of_Odonata_a_review20160905-21345-1lsj6li.pdf?response-content-disposition=inline%3B%20filename%3DVoltinism_of_Odonata_a_review.pdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=ASIATUSBJ6BAB75FHHGK%2F20200509%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20200509T134319Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Security-Token=IQoJb3JpZ2luX2VjELP%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaCXVzLWVhc3QtMSJHMEUCIA3%2B4sbOFWoJrLXgZSY9c6uR53gsGnUwsmrCtS9rSU6TAiEAyubl4nyVT3s%2Fckb1Xywp4gCYOKe4HeaTxZff53pnaH0qvQMI7P%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FARAAGgwyNTAzMTg4MTEyMDAiDHye2iRH%2BfNv1fN%2BHiqRA4gAjZxcs%2Bu3%2F%2Bv5lt8dTvHAe2giaHt5DaCaJSkLzag5V4WyabZ0h1kvsLWMFznUxjnH7DN7bfCfxWTIqvCmHIk3i%2Fz8sBPa5BxjDGLplFDj2TIZUwnsSgkvBlajGsuBbN06AaNTqnR%2B24EoB9f2Q6lxy%2B5zmuD57maEe2XSWzff05xMl9lUpBbi63jfBq5HcRjFWYSrLQ8nN3eSYXRr%2BIpIa9RO2Ni3%2B%2FaeNO6uFG%2Byb0bxGcmLIzJ9mbqFLCy1S%2B3BMTAXFD57GIBSpk4PSZLiC%2Fit8fBh8qxZYBCyMgIkokiIt%2BzzE3%2Fpf6cmf2ZAuNEoYDsfDH7rKVbvPeUn75U7KsYxCagWcdR8QMtpj1xQZLn1sC3wO53%2F3mGsHmWcDmLTt9mURqpPviyMDot90mqlYFp5R9HmtOjITzc8TFy6%2Bj2M24SKWKuthOiPJr8uoKP1TorMZoUWvhNPsF6YnMJUdpRmpj35n0ecwBKTZyl0qYRPauo6t7VHY27htgNSdMvZf3ksQ6V1XtsXQvSjTJAEMPWK2vUFOusBiVJe%2FSPNuNUyJ9YKyR8dhUu8vuCmvVXvuDnwUGNW%2By0pxrqG5WhSX71TEzyf8sJugYTjee5pmyBKKHDwbQ%2BUzLARIcjUF%2FWRlz7kjAYFrQVvTiyusZT39rlQ4CgDe%2BhGr1iZhJydndiBcVJAqeO6bhpu4xo8zQt1XPIN9e23gQ5DRGagZNILOIXe9U6k%2FpbBHWS7aTTbbG2bvlQTk26SlIJzjksCzLbX7B%2FNaug8FJYRwkWLTT4WTgL2IBYMOrm1xGWgYPHkAUgdMrTjkedndd%2F89KaSg%2B1hJkhlGk9iT0HuoW5oWLrfbA7ElA%3D%3D&X-Amz-Signature=92ec99aa9ba241485039bdf1fc4ce7073260bf618c77f617e7f80630ca57cbe9,http://www.migratorydragonflypartnership.org/index/about,https://books.google.com/books?id=8aqMDwAAQBAJ&pg=PA567&lpg=PA567&dq=voltinism+Tramea&source=bl&ots=X3VS_KULlb&sig=ACfU3U02C3CrcVGBNdVIVWpRvc7NSMmC5g&hl=en&sa=X&ved=2ahUKEwjVspKH0sDpAhXpct8KHZ29AMkQ6AEwAHoECAoQAQ#v=univoltinepage&q=voltinism%20Tramea&f=false
Odonata,Argia sedula,univoltine,hemimetabolous,fresh water,Larvae,carnivorous,https://www.tandfonline.com/doi/abs/10.1080/13887890.2008.9748324,https://www.google.com/books/edition/Aquatic_Insects_in_the_Vicinity_of_the_B/h_5jDwAAQBAJ?hl=en&gbpv=1&dq=voltinism+Sympetrum&pg=PA68&printsec=frontcover,
Odonata,Celithemis elisa,univoltine,hemimetabolous,fresh water,Larvae,carnivorous,https://s3.amazonaws.com/academia.edu.documents/48583554/Voltinism_of_Odonata_a_review20160905-21345-1lsj6li.pdf?response-content-disposition=inline%3B%20filename%3DVoltinism_of_Odonata_a_review.pdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=ASIATUSBJ6BAB75FHHGK%2F20200509%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20200509T134319Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Security-Token=IQoJb3JpZ2luX2VjELP%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaCXVzLWVhc3QtMSJHMEUCIA3%2B4sbOFWoJrLXgZSY9c6uR53gsGnUwsmrCtS9rSU6TAiEAyubl4nyVT3s%2Fckb1Xywp4gCYOKe4HeaTxZff53pnaH0qvQMI7P%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FARAAGgwyNTAzMTg4MTEyMDAiDHye2iRH%2BfNv1fN%2BHiqRA4gAjZxcs%2Bu3%2F%2Bv5lt8dTvHAe2giaHt5DaCaJSkLzag5V4WyabZ0h1kvsLWMFznUxjnH7DN7bfCfxWTIqvCmHIk3i%2Fz8sBPa5BxjDGLplFDj2TIZUwnsSgkvBlajGsuBbN06AaNTqnR%2B24EoB9f2Q6lxy%2B5zmuD57maEe2XSWzff05xMl9lUpBbi63jfBq5HcRjFWYSrLQ8nN3eSYXRr%2BIpIa9RO2Ni3%2B%2FaeNO6uFG%2Byb0bxGcmLIzJ9mbqFLCy1S%2B3BMTAXFD57GIBSpk4PSZLiC%2Fit8fBh8qxZYBCyMgIkokiIt%2BzzE3%2Fpf6cmf2ZAuNEoYDsfDH7rKVbvPeUn75U7KsYxCagWcdR8QMtpj1xQZLn1sC3wO53%2F3mGsHmWcDmLTt9mURqpPviyMDot90mqlYFp5R9HmtOjITzc8TFy6%2Bj2M24SKWKuthOiPJr8uoKP1TorMZoUWvhNPsF6YnMJUdpRmpj35n0ecwBKTZyl0qYRPauo6t7VHY27htgNSdMvZf3ksQ6V1XtsXQvSjTJAEMPWK2vUFOusBiVJe%2FSPNuNUyJ9YKyR8dhUu8vuCmvVXvuDnwUGNW%2By0pxrqG5WhSX71TEzyf8sJugYTjee5pmyBKKHDwbQ%2BUzLARIcjUF%2FWRlz7kjAYFrQVvTiyusZT39rlQ4CgDe%2BhGr1iZhJydndiBcVJAqeO6bhpu4xo8zQt1XPIN9e23gQ5DRGagZNILOIXe9U6k%2FpbBHWS7aTTbbG2bvlQTk26SlIJzjksCzLbX7B%2FNaug8FJYRwkWLTT4WTgL2IBYMOrm1xGWgYPHkAUgdMrTjkedndd%2F89KaSg%2B1hJkhlGk9iT0HuoW5oWLrfbA7ElA%3D%3D&X-Amz-Signature=92ec99aa9ba241485039bdf1fc4ce7073260bf618c77f617e7f80630ca57cbe9,https://search.proquest.com/docview/305419798/previewPDF/56FE5B4A18E1479CPQ/1?accountid=10920,
Odonata,Argia vivida,not univoltine,hemimetabolous,fresh water,Larvae,carnivorous,https://s3.amazonaws.com/academia.edu.documents/48583554/Voltinism_of_Odonata_a_review20160905-21345-1lsj6li.pdf?response-content-disposition=inline%3B%20filename%3DVoltinism_of_Odonata_a_review.pdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=ASIATUSBJ6BAB75FHHGK%2F20200509%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20200509T134319Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Security-Token=IQoJb3JpZ2luX2VjELP%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaCXVzLWVhc3QtMSJHMEUCIA3%2B4sbOFWoJrLXgZSY9c6uR53gsGnUwsmrCtS9rSU6TAiEAyubl4nyVT3s%2Fckb1Xywp4gCYOKe4HeaTxZff53pnaH0qvQMI7P%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FARAAGgwyNTAzMTg4MTEyMDAiDHye2iRH%2BfNv1fN%2BHiqRA4gAjZxcs%2Bu3%2F%2Bv5lt8dTvHAe2giaHt5DaCaJSkLzag5V4WyabZ0h1kvsLWMFznUxjnH7DN7bfCfxWTIqvCmHIk3i%2Fz8sBPa5BxjDGLplFDj2TIZUwnsSgkvBlajGsuBbN06AaNTqnR%2B24EoB9f2Q6lxy%2B5zmuD57maEe2XSWzff05xMl9lUpBbi63jfBq5HcRjFWYSrLQ8nN3eSYXRr%2BIpIa9RO2Ni3%2B%2FaeNO6uFG%2Byb0bxGcmLIzJ9mbqFLCy1S%2B3BMTAXFD57GIBSpk4PSZLiC%2Fit8fBh8qxZYBCyMgIkokiIt%2BzzE3%2Fpf6cmf2ZAuNEoYDsfDH7rKVbvPeUn75U7KsYxCagWcdR8QMtpj1xQZLn1sC3wO53%2F3mGsHmWcDmLTt9mURqpPviyMDot90mqlYFp5R9HmtOjITzc8TFy6%2Bj2M24SKWKuthOiPJr8uoKP1TorMZoUWvhNPsF6YnMJUdpRmpj35n0ecwBKTZyl0qYRPauo6t7VHY27htgNSdMvZf3ksQ6V1XtsXQvSjTJAEMPWK2vUFOusBiVJe%2FSPNuNUyJ9YKyR8dhUu8vuCmvVXvuDnwUGNW%2By0pxrqG5WhSX71TEzyf8sJugYTjee5pmyBKKHDwbQ%2BUzLARIcjUF%2FWRlz7kjAYFrQVvTiyusZT39rlQ4CgDe%2BhGr1iZhJydndiBcVJAqeO6bhpu4xo8zQt1XPIN9e23gQ5DRGagZNILOIXe9U6k%2FpbBHWS7aTTbbG2bvlQTk26SlIJzjksCzLbX7B%2FNaug8FJYRwkWLTT4WTgL2IBYMOrm1xGWgYPHkAUgdMrTjkedndd%2F89KaSg%2B1hJkhlGk9iT0HuoW5oWLrfbA7ElA%3D%3D&X-Amz-Signature=92ec99aa9ba241485039bdf1fc4ce7073260bf618c77f617e7f80630ca57cbe9,https://www.tandfonline.com/doi/abs/10.1080/13887890.2008.9748324,
Odonata,Enallagma basidens,univoltine,hemimetabolous,fresh water,Larvae,carnivorous,https://www.google.com/books/edition/Aquatic_Insects_in_the_Vicinity_of_the_B/h_5jDwAAQBAJ?hl=en&gbpv=1&dq=voltinism+Sympetrum&pg=PA68&printsec=frontcover,https://books.google.com/books?id=wOfsCAAAQBAJ&pg=PA676&lpg=PA676&dq=enallagma+diapause&source=bl&ots=9UTkqsRpKs&sig=ACfU3U3GawcHoApi4oImIqJpK3YyNfrRDg&hl=en&sa=X&ved=2ahUKEwi54c-T2NnpAhVvQt8KHcwLDvcQ6AEwBnoECAgQAQ#v=univoltinepage&q=enallagma%20diapause&f=false,
Odonata,Ischnura cervula,univoltine,hemimetabolous,fresh water,Larvae,carnivorous,https://www.tandfonline.com/doi/abs/10.1080/13887890.2008.9748324,https://www.google.com/books/edition/Aquatic_Insects_in_the_Vicinity_of_the_B/h_5jDwAAQBAJ?hl=en&gbpv=1&dq=voltinism+Sympetrum&pg=PA68&printsec=frontcover,
Odonata,Enallagma signatum,univoltine,hemimetabolous,fresh water,Larvae,carnivorous,https://www.google.com/books/edition/Aquatic_Insects_in_the_Vicinity_of_the_B/h_5jDwAAQBAJ?hl=en&gbpv=1&dq=voltinism+Sympetrum&pg=PA68&printsec=frontcover,https://books.google.com/books?id=wOfsCAAAQBAJ&pg=PA676&lpg=PA676&dq=enallagma+diapause&source=bl&ots=9UTkqsRpKs&sig=ACfU3U3GawcHoApi4oImIqJpK3YyNfrRDg&hl=en&sa=X&ved=2ahUKEwi54c-T2NnpAhVvQt8KHcwLDvcQ6AEwBnoECAgQAQ#v=univoltinepage&q=enallagma%20diapause&f=false,
Odonata,Tramea onusta,,hemimetabolous,fresh water,,carnivorous,http://www.migratorydragonflypartnership.org/index/identificationGuides,https://books.google.com/books?id=8aqMDwAAQBAJ&pg=PA567&lpg=PA567&dq=voltinism+Tramea&source=bl&ots=X3VS_KULlb&sig=ACfU3U02C3CrcVGBNdVIVWpRvc7NSMmC5g&hl=en&sa=X&ved=2ahUKEwjVspKH0sDpAhXpct8KHZ29AMkQ6AEwAHoECAoQAQ#v=univoltinepage&q=voltinism%20Tramea&f=false,
Odonata,Ischnura hastata,not univoltine,hemimetabolous,fresh water,Larvae,carnivorous,https://www.tandfonline.com/doi/abs/10.1080/13887890.2008.9748324,https://www.google.com/books/edition/Aquatic_Insects_in_the_Vicinity_of_the_B/h_5jDwAAQBAJ?hl=en&gbpv=1&dq=voltinism+Sympetrum&pg=PA68&printsec=frontcover,
Odonata,Pantala flavescens,not univoltine,hemimetabolous,fresh water,None,carnivorous,https://s3.amazonaws.com/academia.edu.documents/48583554/Voltinism_of_Odonata_a_review20160905-21345-1lsj6li.pdf?response-content-disposition=inline%3B%20filename%3DVoltinism_of_Odonata_a_review.pdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=ASIATUSBJ6BAB75FHHGK%2F20200509%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20200509T134319Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Security-Token=IQoJb3JpZ2luX2VjELP%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaCXVzLWVhc3QtMSJHMEUCIA3%2B4sbOFWoJrLXgZSY9c6uR53gsGnUwsmrCtS9rSU6TAiEAyubl4nyVT3s%2Fckb1Xywp4gCYOKe4HeaTxZff53pnaH0qvQMI7P%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FARAAGgwyNTAzMTg4MTEyMDAiDHye2iRH%2BfNv1fN%2BHiqRA4gAjZxcs%2Bu3%2F%2Bv5lt8dTvHAe2giaHt5DaCaJSkLzag5V4WyabZ0h1kvsLWMFznUxjnH7DN7bfCfxWTIqvCmHIk3i%2Fz8sBPa5BxjDGLplFDj2TIZUwnsSgkvBlajGsuBbN06AaNTqnR%2B24EoB9f2Q6lxy%2B5zmuD57maEe2XSWzff05xMl9lUpBbi63jfBq5HcRjFWYSrLQ8nN3eSYXRr%2BIpIa9RO2Ni3%2B%2FaeNO6uFG%2Byb0bxGcmLIzJ9mbqFLCy1S%2B3BMTAXFD57GIBSpk4PSZLiC%2Fit8fBh8qxZYBCyMgIkokiIt%2BzzE3%2Fpf6cmf2ZAuNEoYDsfDH7rKVbvPeUn75U7KsYxCagWcdR8QMtpj1xQZLn1sC3wO53%2F3mGsHmWcDmLTt9mURqpPviyMDot90mqlYFp5R9HmtOjITzc8TFy6%2Bj2M24SKWKuthOiPJr8uoKP1TorMZoUWvhNPsF6YnMJUdpRmpj35n0ecwBKTZyl0qYRPauo6t7VHY27htgNSdMvZf3ksQ6V1XtsXQvSjTJAEMPWK2vUFOusBiVJe%2FSPNuNUyJ9YKyR8dhUu8vuCmvVXvuDnwUGNW%2By0pxrqG5WhSX71TEzyf8sJugYTjee5pmyBKKHDwbQ%2BUzLARIcjUF%2FWRlz7kjAYFrQVvTiyusZT39rlQ4CgDe%2BhGr1iZhJydndiBcVJAqeO6bhpu4xo8zQt1XPIN9e23gQ5DRGagZNILOIXe9U6k%2FpbBHWS7aTTbbG2bvlQTk26SlIJzjksCzLbX7B%2FNaug8FJYRwkWLTT4WTgL2IBYMOrm1xGWgYPHkAUgdMrTjkedndd%2F89KaSg%2B1hJkhlGk9iT0HuoW5oWLrfbA7ElA%3D%3D&X-Amz-Signature=92ec99aa9ba241485039bdf1fc4ce7073260bf618c77f617e7f80630ca57cbe9,https://www.jstor.org/stable/pdf/1467827.pdf?refreqid=excelsior%3A7083def44abde8bb025f5427f0692765,http://www.odonata.jp/00english/04topics/paddy_field/index.html
Odonata,Brachymesia gravida,not univoltine,hemimetabolous,fresh water,,carnivorous,https://www.journals.uchicago.edu/doi/pdfplus/10.2307/1468416?casa_token=1qxDM7g2mn0AAAAA%3A1f1TdGMQal2JKKBvC_aF0ffLsgQg1MM7wN8_mesf68q5FQqxddnRgC8-yciQqkWmSFgC8Bu7_Q&,,
Odonata,Lestes rectangularis,univoltine,hemimetabolous,fresh water,Egg,carnivorous,https://www.tandfonline.com/doi/full/10.1080/13887890.2018.1462263,https://s3.amazonaws.com/academia.edu.documents/48583554/Voltinism_of_Odonata_a_review20160905-21345-1lsj6li.pdf?response-content-disposition=inline%3B%20filename%3DVoltinism_of_Odonata_a_review.pdf&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=ASIATUSBJ6BAB75FHHGK%2F20200509%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20200509T134319Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Security-Token=IQoJb3JpZ2luX2VjELP%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaCXVzLWVhc3QtMSJHMEUCIA3%2B4sbOFWoJrLXgZSY9c6uR53gsGnUwsmrCtS9rSU6TAiEAyubl4nyVT3s%2Fckb1Xywp4gCYOKe4HeaTxZff53pnaH0qvQMI7P%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FARAAGgwyNTAzMTg4MTEyMDAiDHye2iRH%2BfNv1fN%2BHiqRA4gAjZxcs%2Bu3%2F%2Bv5lt8dTvHAe2giaHt5DaCaJSkLzag5V4WyabZ0h1kvsLWMFznUxjnH7DN7bfCfxWTIqvCmHIk3i%2Fz8sBPa5BxjDGLplFDj2TIZUwnsSgkvBlajGsuBbN06AaNTqnR%2B24EoB9f2Q6lxy%2B5zmuD57maEe2XSWzff05xMl9lUpBbi63jfBq5HcRjFWYSrLQ8nN3eSYXRr%2BIpIa9RO2Ni3%2B%2FaeNO6uFG%2Byb0bxGcmLIzJ9mbqFLCy1S%2B3BMTAXFD57GIBSpk4PSZLiC%2Fit8fBh8qxZYBCyMgIkokiIt%2BzzE3%2Fpf6cmf2ZAuNEoYDsfDH7rKVbvPeUn75U7KsYxCagWcdR8QMtpj1xQZLn1sC3wO53%2F3mGsHmWcDmLTt9mURqpPviyMDot90mqlYFp5R9HmtOjITzc8TFy6%2Bj2M24SKWKuthOiPJr8uoKP1TorMZoUWvhNPsF6YnMJUdpRmpj35n0ecwBKTZyl0qYRPauo6t7VHY27htgNSdMvZf3ksQ6V1XtsXQvSjTJAEMPWK2vUFOusBiVJe%2FSPNuNUyJ9YKyR8dhUu8vuCmvVXvuDnwUGNW%2By0pxrqG5WhSX71TEzyf8sJugYTjee5pmyBKKHDwbQ%2BUzLARIcjUF%2FWRlz7kjAYFrQVvTiyusZT39rlQ4CgDe%2BhGr1iZhJydndiBcVJAqeO6bhpu4xo8zQt1XPIN9e23gQ5DRGagZNILOIXe9U6k%2FpbBHWS7aTTbbG2bvlQTk26SlIJzjksCzLbX7B%2FNaug8FJYRwkWLTT4WTgL2IBYMOrm1xGWgYPHkAUgdMrTjkedndd%2F89KaSg%2B1hJkhlGk9iT0HuoW5oWLrfbA7ElA%3D%3D&X-Amz-Signature=92ec99aa9ba241485039bdf1fc4ce7073260bf618c77f617e7f80630ca57cbe9,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=11&cad=rja&uact=8&ved=2ahUKEwjfop3P17vpAhUB16wKHQgLBZA4ChAWMAB6BAgBEAE&url=https%3A%2F%2Fbiologicalsurvey.ca%2Fassets%2Ffile%2F89&usg=AOvVaw2labgLyZEyR1cNWbqtVQW2
