"onset","onset_low","onset_high","year","offset","offset_low","offset_high","duration","scientificName","Order","lon","lat","OS","prec","temp","bio4","bio15","pop"
60.4,55,67,2019,125.7,113.75,132,65.3,"Cicindela sexguttata","Coleoptera",46923.3106828965,-1200719.24310678,"Coleoptera:Cicindela sexguttata",1291.24549621582,26.5946339607239,638.646151733398,0.827483526468277,245.976192062697
78.5,76,81,2017,130.5,107,146,52,"Cicindela sexguttata","Coleoptera",-103076.689317103,-850719.243106784,"Coleoptera:Cicindela sexguttata",1014.31931335449,25.7231958198547,670.422730102539,0.671955108344555,830.975952701288
69.55,65,77.2,2018,142.55,119.35,151,73,"Cicindela sexguttata","Coleoptera",-103076.689317103,-850719.243106784,"Coleoptera:Cicindela sexguttata",1456.40588623047,24.7443531990051,894.384936523438,0.957233635187149,830.975952701288
81.2,77,88.6,2019,157.5,130.1,161,76.3,"Cicindela sexguttata","Coleoptera",-103076.689317103,-850719.243106784,"Coleoptera:Cicindela sexguttata",1102.93525024414,24.5990405845642,840.373950805664,0.849714089632034,830.975952701288
71.2,69,85.65,2018,154.8,134.3,157,83.6,"Cicindela sexguttata","Coleoptera",-103076.689317103,-825719.243106784,"Coleoptera:Cicindela sexguttata",1456.40588623047,24.7443531990051,894.384936523438,0.957233635187149,830.975952701288
83.6,77,88,2019,152.6,136,161,69,"Cicindela sexguttata","Coleoptera",-103076.689317103,-825719.243106784,"Coleoptera:Cicindela sexguttata",1102.93525024414,24.5990405845642,840.373950805664,0.849714089632034,830.975952701288
77.25,69,86.75,2018,193.5,147,273,116.25,"Cicindela sexguttata","Coleoptera",-78076.6893171035,-825719.243106784,"Coleoptera:Cicindela sexguttata",1456.40588623047,24.7443531990051,894.384936523438,0.957233635187149,830.975952701288
78.8,68,80,2019,158.8,134.3,166,80,"Cicindela sexguttata","Coleoptera",-78076.6893171035,-825719.243106784,"Coleoptera:Cicindela sexguttata",1102.93525024414,24.5990405845642,840.373950805664,0.849714089632034,830.975952701288
85.9,81,88,2019,156.4,122,176,70.5,"Cicindela sexguttata","Coleoptera",-78076.6893171035,-800719.243106784,"Coleoptera:Cicindela sexguttata",1102.93525024414,24.5990405845642,840.373950805664,0.849714089632034,830.975952701288
100.8,99,104.4,2019,146.1,137,147,45.3,"Cicindela sexguttata","Coleoptera",1521923.3106829,-719.243106784299,"Coleoptera:Cicindela sexguttata",1156.55437677557,20.1936217991993,937.234724564986,0.418908781174457,267.439695779909
108.6,102,113,2018,170.6,151,176,62,"Cicindela sexguttata","Coleoptera",1521923.3106829,24280.7568932157,"Coleoptera:Cicindela sexguttata",1805.19157836914,17.8911523628235,956.49270324707,0.494577485918999,506.914647625041
103.7,102,105.7,2019,155.45,140.65,158,51.75,"Cicindela sexguttata","Coleoptera",1521923.3106829,24280.7568932157,"Coleoptera:Cicindela sexguttata",1254.47245361328,18.7355476951599,987.247207641602,0.444415647685528,506.914647625041
109,106,114.4,2017,204.8,163,212,95.8,"Cicindela sexguttata","Coleoptera",1546923.3106829,24280.7568932157,"Coleoptera:Cicindela sexguttata",1071.88579711914,18.8219345378876,855.392906494141,0.641808002889156,506.914647625041
96.8,96,101.8,2019,194.2,145,215,97.4,"Cicindela sexguttata","Coleoptera",1546923.3106829,24280.7568932157,"Coleoptera:Cicindela sexguttata",1254.47245361328,18.7355476951599,987.247207641602,0.444415647685528,506.914647625041
97.15,90,103,2018,170.65,139.9,180,73.5,"Cicindela sexguttata","Coleoptera",1546923.3106829,49280.7568932157,"Coleoptera:Cicindela sexguttata",1805.19157836914,17.8911523628235,956.49270324707,0.494577485918999,506.914647625041
121.8,120,124,2018,159.55,148.55,160,37.75,"Cicindela sexguttata","Coleoptera",1221923.3106829,499280.756893216,"Coleoptera:Cicindela sexguttata",995.251647135417,13.056869913737,1098.05499186198,0.340229914188385,236.68138875844
129.4,115,139,2019,204.4,174.6,241,74.9999999999999,"Cicindela sexguttata","Coleoptera",1221923.3106829,499280.756893216,"Coleoptera:Cicindela sexguttata",1097.20430175781,12.6908827718099,1057.87962809245,0.308608070810636,236.68138875844
120.6,114,126,2019,180.4,166.2,187,59.8,"Cicindela sexguttata","Coleoptera",1896923.3106829,549280.756893216,"Coleoptera:Cicindela sexguttata",1350.11134236654,14.8983010609945,991.920598347982,0.391695414980253,751.715004978442
84.1,58,116,2019,346.1,298.8,347,262,"Diabrotica undecimpunctata","Coleoptera",-228076.689317103,-1225719.24310678,"Coleoptera:Diabrotica undecimpunctata",661.405530090332,27.2917104530334,746.997703857422,0.920427615642548,161.732546510097
106.5,102,112,2018,350.55,241.55,351,244.05,"Diabrotica undecimpunctata","Coleoptera",46923.3106828965,-1200719.24310678,"Coleoptera:Diabrotica undecimpunctata",1374.92337402344,26.4299164962769,668.761823120117,0.629582032859325,245.976192062697
79.25,58,101.35,2019,311.85,149.55,328,232.6,"Diabrotica undecimpunctata","Coleoptera",46923.3106828965,-1200719.24310678,"Coleoptera:Diabrotica undecimpunctata",1291.24549621582,26.5946339607239,638.646151733398,0.827483526468277,245.976192062697
110.9,110,113.15,2019,337.65,310,339,226.75,"Diabrotica undecimpunctata","Coleoptera",46923.3106828965,-1175719.24310678,"Coleoptera:Diabrotica undecimpunctata",1121.67138183594,26.4338618469238,706.588021240234,0.77152255833149,219.061594556983
100.5,94,104,2017,347.05,303.1,349,246.55,"Diabrotica undecimpunctata","Coleoptera",-178076.689317103,-1150719.24310678,"Coleoptera:Diabrotica undecimpunctata",928.622336425781,27.1419912338257,623.119201660156,0.81459742128849,199.513527652387
9,6,39.8,2018,302,187.8,308,293,"Diabrotica undecimpunctata","Coleoptera",-178076.689317103,-1150719.24310678,"Coleoptera:Diabrotica undecimpunctata",1049.85579589844,26.0499850082397,809.634474487305,0.975798063278198,199.513527652387
63.5,18,88,2019,328.05,323,330,264.55,"Diabrotica undecimpunctata","Coleoptera",-178076.689317103,-1150719.24310678,"Coleoptera:Diabrotica undecimpunctata",756.612684631348,26.261703414917,763.314489746094,0.947284039258957,199.513527652387
68.8,24,80,2017,346.4,322,348,277.6,"Diabrotica undecimpunctata","Coleoptera",-153076.689317103,-1150719.24310678,"Coleoptera:Diabrotica undecimpunctata",928.622336425781,27.1419912338257,623.119201660156,0.81459742128849,199.513527652387
28.6,7,55,2018,235.15,110.25,331,206.55,"Diabrotica undecimpunctata","Coleoptera",-153076.689317103,-1150719.24310678,"Coleoptera:Diabrotica undecimpunctata",1049.85579589844,26.0499850082397,809.634474487305,0.975798063278198,199.513527652387
23.7,19,40.1,2017,344.3,322,348,320.6,"Diabrotica undecimpunctata","Coleoptera",-153076.689317103,-1125719.24310678,"Coleoptera:Diabrotica undecimpunctata",928.622336425781,27.1419912338257,623.119201660156,0.81459742128849,199.513527652387
27,26,49,2018,344,131,356,317,"Diabrotica undecimpunctata","Coleoptera",-153076.689317103,-1125719.24310678,"Coleoptera:Diabrotica undecimpunctata",1049.85579589844,26.0499850082397,809.634474487305,0.975798063278198,199.513527652387
37,32,68.6,2019,347.6,336.2,358,310.6,"Diabrotica undecimpunctata","Coleoptera",-153076.689317103,-1125719.24310678,"Coleoptera:Diabrotica undecimpunctata",756.612684631348,26.261703414917,763.314489746094,0.947284039258957,199.513527652387
182.75,104,279,2017,349.05,332.25,354,166.3,"Diabrotica undecimpunctata","Coleoptera",-153076.689317103,-1100719.24310678,"Coleoptera:Diabrotica undecimpunctata",928.622336425781,27.1419912338257,623.119201660156,0.81459742128849,199.513527652387
7.4,4,8.85,2018,199.6,121.35,356,192.2,"Diabrotica undecimpunctata","Coleoptera",-153076.689317103,-1100719.24310678,"Coleoptera:Diabrotica undecimpunctata",1049.85579589844,26.0499850082397,809.634474487305,0.975798063278198,199.513527652387
23.7,5,30.5,2019,338.15,183.2,339,314.45,"Diabrotica undecimpunctata","Coleoptera",-153076.689317103,-1100719.24310678,"Coleoptera:Diabrotica undecimpunctata",756.612684631348,26.261703414917,763.314489746094,0.947284039258957,199.513527652387
91,51,115.5,2019,338.5,329.25,347,247.5,"Diabrotica undecimpunctata","Coleoptera",-128076.689317103,-1075719.24310678,"Coleoptera:Diabrotica undecimpunctata",996.509223022461,25.7806163406372,786.653883056641,0.973797293305397,31.4977715799046
283,277,289,2019,318.5,314,319,35.5,"Diabrotica undecimpunctata","Coleoptera",-578076.689317103,-925719.243106784,"Coleoptera:Diabrotica undecimpunctata",365.686710662842,26.0631558036804,808.584903564453,1.00417577564716,25.212418782455
61.5,60,98,2017,338.5,309.75,355,277,"Diabrotica undecimpunctata","Coleoptera",-103076.689317103,-900719.243106784,"Coleoptera:Diabrotica undecimpunctata",994.564443359375,26.2073684501648,655.6484375,0.547299699783325,54.0778062063951
56.85,42,143.7,2015,357.7,339.25,364,300.85,"Diabrotica undecimpunctata","Coleoptera",-103076.689317103,-875719.243106784,"Coleoptera:Diabrotica undecimpunctata",1743.81963378906,24.7089744567871,855.444786376953,0.867385092377663,830.975952701288
45,24,71.4,2017,325.6,290.8,352,280.6,"Diabrotica undecimpunctata","Coleoptera",-78076.6893171035,-875719.243106784,"Coleoptera:Diabrotica undecimpunctata",1014.31931335449,25.7231958198547,670.422730102539,0.671955108344555,830.975952701288
98.5,29,118.5,2017,325.5,316,345,227,"Diabrotica undecimpunctata","Coleoptera",-128076.689317103,-850719.243106784,"Coleoptera:Diabrotica undecimpunctata",1014.31931335449,25.7231958198547,670.422730102539,0.671955108344555,830.975952701288
92.6,80,112.9,2019,335.8,298,352,243.2,"Diabrotica undecimpunctata","Coleoptera",-128076.689317103,-850719.243106784,"Coleoptera:Diabrotica undecimpunctata",1102.93525024414,24.5990405845642,840.373950805664,0.849714089632034,830.975952701288
52.6,47,94.8,2017,324.6,305.2,335,272,"Diabrotica undecimpunctata","Coleoptera",-103076.689317103,-850719.243106784,"Coleoptera:Diabrotica undecimpunctata",1014.31931335449,25.7231958198547,670.422730102539,0.671955108344555,830.975952701288
14,5,37,2019,343,306,357,329,"Diabrotica undecimpunctata","Coleoptera",-103076.689317103,-850719.243106784,"Coleoptera:Diabrotica undecimpunctata",1102.93525024414,24.5990405845642,840.373950805664,0.849714089632034,830.975952701288
58.9,47,79.2,2017,319.5,294.7,330,260.6,"Diabrotica undecimpunctata","Coleoptera",-78076.6893171035,-850719.243106784,"Coleoptera:Diabrotica undecimpunctata",1014.31931335449,25.7231958198547,670.422730102539,0.671955108344555,830.975952701288
99,87,111,2019,306,209,313,207,"Diabrotica undecimpunctata","Coleoptera",-78076.6893171035,-850719.243106784,"Coleoptera:Diabrotica undecimpunctata",1102.93525024414,24.5990405845642,840.373950805664,0.849714089632034,830.975952701288
34.1,33,65.25,2019,288.7,237.55,292,254.6,"Diabrotica undecimpunctata","Coleoptera",-53076.6893171035,-850719.243106784,"Coleoptera:Diabrotica undecimpunctata",1102.93525024414,24.5990405845642,840.373950805664,0.849714089632034,830.975952701288
97,76,118,2018,318.5,306,328,221.5,"Diabrotica undecimpunctata","Coleoptera",-103076.689317103,-825719.243106784,"Coleoptera:Diabrotica undecimpunctata",1456.40588623047,24.7443531990051,894.384936523438,0.957233635187149,830.975952701288
81.2,68,92,2019,298.1,176.75,308,216.9,"Diabrotica undecimpunctata","Coleoptera",-103076.689317103,-825719.243106784,"Coleoptera:Diabrotica undecimpunctata",1102.93525024414,24.5990405845642,840.373950805664,0.849714089632034,830.975952701288
91.65,60,105,2017,322.1,286.85,335,230.45,"Diabrotica undecimpunctata","Coleoptera",-78076.6893171035,-825719.243106784,"Coleoptera:Diabrotica undecimpunctata",1014.31931335449,25.7231958198547,670.422730102539,0.671955108344555,830.975952701288
64.8,57,69,2018,325.5,259,345,260.7,"Diabrotica undecimpunctata","Coleoptera",-78076.6893171035,-825719.243106784,"Coleoptera:Diabrotica undecimpunctata",1456.40588623047,24.7443531990051,894.384936523438,0.957233635187149,830.975952701288
72.4,67,103.6,2019,296.3,271.9,299,223.9,"Diabrotica undecimpunctata","Coleoptera",-78076.6893171035,-825719.243106784,"Coleoptera:Diabrotica undecimpunctata",1102.93525024414,24.5990405845642,840.373950805664,0.849714089632034,830.975952701288
48.3,42,78.7,2017,310.7,276,335,262.4,"Diabrotica undecimpunctata","Coleoptera",-53076.6893171035,-825719.243106784,"Coleoptera:Diabrotica undecimpunctata",1014.31931335449,25.7231958198547,670.422730102539,0.671955108344555,830.975952701288
118.35,106,128.2,2019,333.5,292.95,353,215.15,"Diabrotica undecimpunctata","Coleoptera",-53076.6893171035,-825719.243106784,"Coleoptera:Diabrotica undecimpunctata",1102.93525024414,24.5990405845642,840.373950805664,0.849714089632034,830.975952701288
103.5,98,109.1,2017,312.35,308.25,314,208.85,"Diabrotica undecimpunctata","Coleoptera",-103076.689317103,-800719.243106784,"Coleoptera:Diabrotica undecimpunctata",1014.31931335449,25.7231958198547,670.422730102539,0.671955108344555,830.975952701288
70,67,78.5,2019,231.5,144.5,287,161.5,"Diabrotica undecimpunctata","Coleoptera",-103076.689317103,-800719.243106784,"Coleoptera:Diabrotica undecimpunctata",1102.93525024414,24.5990405845642,840.373950805664,0.849714089632034,830.975952701288
59.25,27,89.25,2019,323.5,287,337,264.25,"Diabrotica undecimpunctata","Coleoptera",-78076.6893171035,-800719.243106784,"Coleoptera:Diabrotica undecimpunctata",1102.93525024414,24.5990405845642,840.373950805664,0.849714089632034,830.975952701288
58.95,54,65,2019,197.65,161.55,208,138.7,"Diabrotica undecimpunctata","Coleoptera",-53076.6893171035,-800719.243106784,"Coleoptera:Diabrotica undecimpunctata",1102.93525024414,24.5990405845642,840.373950805664,0.849714089632034,830.975952701288
105.2,94,134.5,2019,331.1,291,336,225.9,"Diabrotica undecimpunctata","Coleoptera",-528076.689317103,-750719.243106784,"Coleoptera:Diabrotica undecimpunctata",537.306255493164,23.5960621261597,857.613705444336,1.04889532208443,31.4366244931544
123.5,86,161,2019,332.5,304.5,336,209,"Diabrotica undecimpunctata","Coleoptera",-528076.689317103,-725719.243106784,"Coleoptera:Diabrotica undecimpunctata",537.306255493164,23.5960621261597,857.613705444336,1.04889532208443,31.4366244931544
179.95,164,203.6,2019,289.9,273.85,291,109.95,"Diabrotica undecimpunctata","Coleoptera",471923.310682897,-150719.243106784,"Coleoptera:Diabrotica undecimpunctata",1414.11897583008,18.5427087974548,1026.93225280762,0.433623435199261,149.20174957963
60.5,49,83,2019,337.5,250,342,277,"Diabrotica undecimpunctata","Coleoptera",-2153076.6893171,-50719.2431067843,"Coleoptera:Diabrotica undecimpunctata",1109.4362388817,20.8851078136547,517.560978245091,1.26907940168638,593.463793521717
226.4,220,228,2018,307.2,285.4,308,80.8,"Diabrotica undecimpunctata","Coleoptera",921923.310682897,-50719.2431067843,"Coleoptera:Diabrotica undecimpunctata",1518.24228149414,17.8158626937866,1036.96318847656,0.417527974843979,188.132133997732
111,61,161,2019,280,254,281,169,"Diabrotica undecimpunctata","Coleoptera",921923.310682897,-50719.2431067843,"Coleoptera:Diabrotica undecimpunctata",1416.52412109375,18.4607491874695,1012.44462646484,0.460115641355515,188.132133997732
115.8,96,132,2019,268.85,221.65,298,153.05,"Diabrotica undecimpunctata","Coleoptera",-2178076.6893171,-25719.2431067843,"Coleoptera:Diabrotica undecimpunctata",1109.4362388817,20.8851078136547,517.560978245091,1.26907940168638,593.463793521717
31.5,30,35.5,2018,353,224,363,321.5,"Diabrotica undecimpunctata","Coleoptera",-2153076.6893171,-25719.2431067843,"Coleoptera:Diabrotica undecimpunctata",626.261236242346,21.2654601432182,397.652130539353,1.34552069612451,593.463793521717
142.2,137,145,2019,348.45,322.6,353,206.25,"Diabrotica undecimpunctata","Coleoptera",-2153076.6893171,-25719.2431067843,"Coleoptera:Diabrotica undecimpunctata",1109.4362388817,20.8851078136547,517.560978245091,1.26907940168638,593.463793521717
57.6,45,81.2,2018,318.9,212.4,342,261.3,"Diabrotica undecimpunctata","Coleoptera",-2128076.6893171,-25719.2431067843,"Coleoptera:Diabrotica undecimpunctata",365.686053924561,23.4089591217041,679.200703430176,1.23071184277534,166.367675435366
132.3,126,144.45,2019,285.1,250.65,286,152.8,"Diabrotica undecimpunctata","Coleoptera",-2128076.6893171,-25719.2431067843,"Coleoptera:Diabrotica undecimpunctata",555.674666748047,22.8164392852783,717.244884338379,1.22194002628326,166.367675435366
156.7,149,163,2019,286.75,238.2,295,130.05,"Diabrotica undecimpunctata","Coleoptera",696923.310682897,-25719.2431067843,"Coleoptera:Diabrotica undecimpunctata",1465.98647705078,17.745788230896,1044.27303833008,0.381944820582867,32.9347546071595
233,224,249,2019,297.5,291,301,64.5,"Diabrotica undecimpunctata","Coleoptera",921923.310682897,-25719.2431067843,"Coleoptera:Diabrotica undecimpunctata",1416.52412109375,18.4607491874695,1012.44462646484,0.460115641355515,188.132133997732
219.8,218,228.8,2019,300.1,284.75,310,80.3,"Diabrotica undecimpunctata","Coleoptera",946923.310682897,-25719.2431067843,"Coleoptera:Diabrotica undecimpunctata",1416.52412109375,18.4607491874695,1012.44462646484,0.460115641355515,188.132133997732
103.4,98,114.65,2019,329.25,304.4,345,225.85,"Diabrotica undecimpunctata","Coleoptera",-2153076.6893171,-719.243106784299,"Coleoptera:Diabrotica undecimpunctata",1109.4362388817,20.8851078136547,517.560978245091,1.26907940168638,593.463793521717
210.3,195,229,2019,280.15,260.55,295,69.85,"Diabrotica undecimpunctata","Coleoptera",-728076.689317103,-719.243106784299,"Coleoptera:Diabrotica undecimpunctata",494.947290344238,16.5967935466766,976.237246704102,0.67208016872406,232.886736710965
163,162,165,2019,319,299,330,156,"Diabrotica undecimpunctata","Coleoptera",1521923.3106829,-719.243106784299,"Coleoptera:Diabrotica undecimpunctata",1156.55437677557,20.1936217991993,937.234724564986,0.418908781174457,267.439695779909
196.1,170,228,2019,284.2,271.9,286,88.1,"Diabrotica undecimpunctata","Coleoptera",796923.310682897,24280.7568932157,"Coleoptera:Diabrotica undecimpunctata",1217.80493164062,16.4162339401245,1068.8010559082,0.41270207464695,155.511300758839
161.85,148,242.95,2019,306.8,300.45,341,144.95,"Diabrotica undecimpunctata","Coleoptera",1521923.3106829,24280.7568932157,"Coleoptera:Diabrotica undecimpunctata",1254.47245361328,18.7355476951599,987.247207641602,0.444415647685528,506.914647625041
242.75,236,251,2016,304.55,290.75,305,61.8,"Diabrotica undecimpunctata","Coleoptera",1546923.3106829,24280.7568932157,"Coleoptera:Diabrotica undecimpunctata",1067.88128356934,18.9043350028992,937.00539855957,0.505596452057362,506.914647625041
258.5,253,265.65,2017,314.05,302,319,55.55,"Diabrotica undecimpunctata","Coleoptera",1546923.3106829,24280.7568932157,"Coleoptera:Diabrotica undecimpunctata",1071.88579711914,18.8219345378876,855.392906494141,0.641808002889156,506.914647625041
166.5,159,181,2018,305,293,308,138.5,"Diabrotica undecimpunctata","Coleoptera",1546923.3106829,24280.7568932157,"Coleoptera:Diabrotica undecimpunctata",1805.19157836914,17.8911523628235,956.49270324707,0.494577485918999,506.914647625041
160,156,165.75,2019,311.25,294.25,333,151.25,"Diabrotica undecimpunctata","Coleoptera",1546923.3106829,24280.7568932157,"Coleoptera:Diabrotica undecimpunctata",1254.47245361328,18.7355476951599,987.247207641602,0.444415647685528,506.914647625041
96.7,85,116.95,2016,236.6,216.4,242,139.9,"Diabrotica undecimpunctata","Coleoptera",-2153076.6893171,49280.7568932157,"Coleoptera:Diabrotica undecimpunctata",860.657125058381,20.5973049661388,428.692549995754,1.18550530723903,542.893072697967
132,111,146,2017,322,292,340,190,"Diabrotica undecimpunctata","Coleoptera",-2153076.6893171,49280.7568932157,"Coleoptera:Diabrotica undecimpunctata",903.030920940897,20.9782556036244,507.821558413298,1.50114631652832,542.893072697967
88.95,69,146.9,2018,314.15,290.9,317,225.2,"Diabrotica undecimpunctata","Coleoptera",-2153076.6893171,49280.7568932157,"Coleoptera:Diabrotica undecimpunctata",610.01997110118,20.5081230246502,411.50437562362,1.2602713626364,542.893072697967
132.25,106,149.75,2019,312.5,283.25,349,180.25,"Diabrotica undecimpunctata","Coleoptera",-2153076.6893171,49280.7568932157,"Coleoptera:Diabrotica undecimpunctata",954.611722863239,20.4614064589791,516.261647100034,1.29353473497474,542.893072697967
122.5,117,130,2019,309,280,312,186.5,"Diabrotica undecimpunctata","Coleoptera",-2128076.6893171,49280.7568932157,"Coleoptera:Diabrotica undecimpunctata",594.8091015625,23.8937666511536,758.841147460937,1.2183547949791,292.746948269388
160.6,153,174.3,2019,306.05,283.25,364,145.45,"Diabrotica undecimpunctata","Coleoptera",1546923.3106829,49280.7568932157,"Coleoptera:Diabrotica undecimpunctata",1254.47245361328,18.7355476951599,987.247207641602,0.444415647685528,506.914647625041
102.5,88,119,2018,354,286,361,251.5,"Diabrotica undecimpunctata","Coleoptera",-2178076.6893171,74280.7568932157,"Coleoptera:Diabrotica undecimpunctata",610.01997110118,20.5081230246502,411.50437562362,1.2602713626364,542.893072697967
41.3,26,82.7,2019,312.6,238.3,327,271.3,"Diabrotica undecimpunctata","Coleoptera",-2178076.6893171,74280.7568932157,"Coleoptera:Diabrotica undecimpunctata",954.611722863239,20.4614064589791,516.261647100034,1.29353473497474,542.893072697967
220.3,219,223.6,2019,320.05,268.35,361,99.7499999999999,"Diabrotica undecimpunctata","Coleoptera",1046923.3106829,74280.7568932157,"Coleoptera:Diabrotica undecimpunctata",1237.37217529297,17.2298183059692,1048.46211914062,0.451305909752846,227.009811624296
145.6,145,159.2,2017,306.8,261.6,335,161.2,"Diabrotica undecimpunctata","Coleoptera",-2203076.6893171,124280.756893216,"Coleoptera:Diabrotica undecimpunctata",1540.51176622179,20.9582432876399,665.779480733989,1.54249633977443,54.6028040731165
185.2,172,198.4,2018,262.15,248.95,266,76.95,"Diabrotica undecimpunctata","Coleoptera",1271923.3106829,149280.756893216,"Coleoptera:Diabrotica undecimpunctata",1810.13194335938,15.3208718681335,1026.65618347168,0.400997824966908,161.8666340199
211.65,198,222.7,2019,279.05,272.45,281,67.4,"Diabrotica undecimpunctata","Coleoptera",646923.310682897,249280.756893216,"Coleoptera:Diabrotica undecimpunctata",1364.40113427173,14.2918874477518,1127.80250145923,0.584553830239965,1138.53975667782
206.8,190,214,2019,305.5,283.7,309,98.7,"Diabrotica undecimpunctata","Coleoptera",1721923.3106829,299280.756893216,"Coleoptera:Diabrotica undecimpunctata",1471.30801212086,17.3608912972843,986.858995863971,0.432491898887298,2134.54605561565
171.4,160,198.6,2019,306.45,297.45,315,135.05,"Diabrotica undecimpunctata","Coleoptera",1746923.3106829,299280.756893216,"Coleoptera:Diabrotica undecimpunctata",1471.30801212086,17.3608912972843,986.858995863971,0.432491898887298,2134.54605561565
26.4,15,34.6,2018,268.4,225.4,278,242,"Diabrotica undecimpunctata","Coleoptera",-2203076.6893171,424280.756893216,"Coleoptera:Diabrotica undecimpunctata",1358.53110068185,17.2064320700509,567.229152134487,1.00348445453814,28.7469460093322
71.65,35,75.1,2019,294.85,271.15,365,223.2,"Ellychnia corrusca","Coleoptera",1896923.3106829,524280.756893216,"Coleoptera:Ellychnia corrusca",1350.11134236654,14.8983010609945,991.920598347982,0.391695414980253,751.715004978442
103.5,79,128,2019,318.5,299,333,215,"Ellychnia corrusca","Coleoptera",1921923.3106829,524280.756893216,"Coleoptera:Ellychnia corrusca",1350.11134236654,14.8983010609945,991.920598347982,0.391695414980253,751.715004978442
68,48,83,2019,289,252,309,221,"Ellychnia corrusca","Coleoptera",1896923.3106829,549280.756893216,"Coleoptera:Ellychnia corrusca",1350.11134236654,14.8983010609945,991.920598347982,0.391695414980253,751.715004978442
56.4,56,73.2,2017,240.8,142,294,184.4,"Ellychnia corrusca","Coleoptera",1746923.3106829,724280.756893216,"Coleoptera:Ellychnia corrusca",1281.32186706543,12.0771628665924,1089.73798828125,0.377787588834763,46.1718214476421
80.3,74,106.1,2019,320.7,297,362,240.4,"Ellychnia corrusca","Coleoptera",1746923.3106829,724280.756893216,"Coleoptera:Ellychnia corrusca",1338.80906555176,11.2858526420593,1139.74466430664,0.37185007750988,46.1718214476421
141.3,135,147.6,2019,186.2,173,189,44.9,"Exomala orientalis","Coleoptera",1546923.3106829,24280.7568932157,"Coleoptera:Exomala orientalis",1254.47245361328,18.7355476951599,987.247207641602,0.444415647685528,506.914647625041
161.8,160,164,2018,193.8,179.75,201,32,"Exomala orientalis","Coleoptera",1271923.3106829,149280.756893216,"Coleoptera:Exomala orientalis",1810.13194335938,15.3208718681335,1026.65618347168,0.400997824966908,161.8666340199
166.45,166,169.6,2019,210.8,186.75,227,44.35,"Exomala orientalis","Coleoptera",1746923.3106829,274280.756893216,"Coleoptera:Exomala orientalis",1471.30801212086,17.3608912972843,986.858995863971,0.432491898887298,2134.54605561565
