"","onset","onset_low","onset_high","year","offset","offset_low","offset_high","duration","scientificName","Order","id_cells","lon","lat","OS","prec","temp","bio4","bio15","pop","numObs","prec_seas","temp_seas","higher_taxon","flights","development","immature.habitat","diapause.stage","larval.diet","seas","elevation","lon_cor","lat_cor","elev_cor","hopkins_cor","hopkins_onset","mean_onset","sd_onset","seas2"
"11",81.2,77,88.6,2019,157.5,130.1,161,76.3,"Cicindela sexguttata","Coleoptera",1880,-103076.689317103,-850719.243106784,"Coleoptera:Cicindela sexguttata",-0.277665327668248,0.906957876409189,840.373950805664,0.849714089632034,1.01663505805685,-0.186754365819544,0.524167755279749,-0.12290484210585,"Coleoptera","univoltine","holometabolous","underground","Larvae","carnivorous","Spring",186.398375462031,225000,1525000,-8863,25.8300000000001,107.03,93.0138888888889,19.7757635797812,"Spring"
"12",71.2,69,85.65,2018,154.8,134.3,157,83.6,"Cicindela sexguttata","Coleoptera",1880,-103076.689317103,-825719.243106784,"Coleoptera:Cicindela sexguttata",0.696473100709443,0.935299681944996,894.384936523438,0.957233635187149,1.01663505805685,-0.491440655239948,0.828781799301058,0.128377326395454,"Coleoptera","univoltine","holometabolous","underground","Larvae","carnivorous","Spring",183.402957808132,225000,1550000,-8873,24.9300000000001,96.1300000000002,93.0138888888889,19.7757635797812,"Spring"
"13",83.6,77,88,2019,152.6,136,161,69,"Cicindela sexguttata","Coleoptera",1880,-103076.689317103,-825719.243106784,"Coleoptera:Cicindela sexguttata",-0.277665327668248,0.906957876409189,840.373950805664,0.849714089632034,1.01663505805685,-0.38987855876648,0.524167755279749,-0.12290484210585,"Coleoptera","univoltine","holometabolous","underground","Larvae","carnivorous","Spring",183.402957808132,225000,1550000,-8873,24.9300000000001,108.53,93.0138888888889,19.7757635797812,"Spring"
"14",77.25,69,86.75,2018,193.5,147,273,116.25,"Cicindela sexguttata","Coleoptera",1880,-78076.6893171035,-825719.243106784,"Coleoptera:Cicindela sexguttata",0.696473100709443,0.935299681944996,894.384936523438,0.957233635187149,1.01663505805685,-0.0851922693460759,0.828781799301058,0.128377326395454,"Coleoptera","univoltine","holometabolous","underground","Larvae","carnivorous","Spring",167.838905210227,250000,1550000,-8924,25.2400000000001,102.49,93.0138888888889,19.7757635797812,"Spring"
"15",78.8,68,80,2019,158.8,134.3,166,80,"Cicindela sexguttata","Coleoptera",1880,-78076.6893171035,-825719.243106784,"Coleoptera:Cicindela sexguttata",-0.277665327668248,0.906957876409189,840.373950805664,0.849714089632034,1.01663505805685,0.219494020074328,0.524167755279749,-0.12290484210585,"Coleoptera","univoltine","holometabolous","underground","Larvae","carnivorous","Spring",167.838905210227,250000,1550000,-8924,25.2400000000001,104.04,93.0138888888889,19.7757635797812,"Spring"
"16",85.9,81,88,2019,156.4,122,176,70.5,"Cicindela sexguttata","Coleoptera",1880,-78076.6893171035,-800719.243106784,"Coleoptera:Cicindela sexguttata",-0.277665327668248,0.906957876409189,840.373950805664,0.849714089632034,1.01663505805685,-0.186754365819544,0.524167755279749,-0.12290484210585,"Coleoptera","univoltine","holometabolous","underground","Larvae","carnivorous","Spring",177.529301628634,250000,1575000,-8892,23.9200000000001,109.82,93.0138888888889,19.7757635797812,"Spring"
"17",100.8,99,104.4,2019,146.1,137,147,45.3,"Cicindela sexguttata","Coleoptera",2624,1521923.3106829,-719.243106784299,"Coleoptera:Cicindela sexguttata",-0.129895056724633,0.0477239895301908,937.234724564986,0.418908781174457,0.0264470560929116,-0.694564848186884,-0.69634844498489,0.327732837423613,"Coleoptera","univoltine","holometabolous","underground","Larvae","carnivorous","Spring",82.5526538750193,1850000,2375000,-9203,-17.7699999999999,83.0300000000001,93.0138888888889,19.7757635797812,"Spring"
"18",108.6,102,113,2018,170.6,151,176,62,"Cicindela sexguttata","Coleoptera",2715,1521923.3106829,24280.7568932157,"Coleoptera:Cicindela sexguttata",1.65770017699119,-0.401350175634201,956.49270324707,0.494577485918999,0.584946216489698,-0.38987855876648,-0.481971142336472,0.417329177499174,"Coleoptera","univoltine","holometabolous","underground","Larvae","carnivorous","Spring",96.3133957511477,1850000,2400000,-9158,-19.2199999999999,89.3800000000001,93.0138888888889,19.7757635797812,"Spring"
"19",103.7,102,105.7,2019,155.45,140.65,158,51.75,"Cicindela sexguttata","Coleoptera",2715,1521923.3106829,24280.7568932157,"Coleoptera:Cicindela sexguttata",0.139959782035274,-0.236659117005188,987.247207641602,0.444415647685528,0.584946216489698,0.11793192360086,-0.62408484195221,0.560412264259017,"Coleoptera","univoltine","holometabolous","underground","Larvae","carnivorous","Spring",96.3133957511477,1850000,2400000,-9158,-19.2199999999999,84.4800000000001,93.0138888888889,19.7757635797812,"Spring"
"20",109,106,114.4,2017,204.8,163,212,95.8,"Cicindela sexguttata","Coleoptera",2715,1546923.3106829,24280.7568932157,"Coleoptera:Cicindela sexguttata",-0.363235279991937,-0.219810207453453,855.392906494141,0.641808002889156,0.584946216489698,-0.38987855876648,-0.0648517902588733,-0.0530302470790913,"Coleoptera","univoltine","holometabolous","underground","Larvae","carnivorous","Spring",54.218742617247,1875000,2400000,-9296,-18.0399999999999,90.9600000000001,93.0138888888889,19.7757635797812,"Spring"
"21",96.8,96,101.8,2019,194.2,145,215,97.4,"Cicindela sexguttata","Coleoptera",2715,1546923.3106829,24280.7568932157,"Coleoptera:Cicindela sexguttata",0.139959782035274,-0.236659117005188,987.247207641602,0.444415647685528,0.584946216489698,0.0163698271273921,-0.62408484195221,0.560412264259017,"Coleoptera","univoltine","holometabolous","underground","Larvae","carnivorous","Spring",54.218742617247,1875000,2400000,-9296,-18.0399999999999,78.7600000000001,93.0138888888889,19.7757635797812,"Spring"
"22",97.15,90,103,2018,170.65,139.9,180,73.5,"Cicindela sexguttata","Coleoptera",2715,1546923.3106829,49280.7568932157,"Coleoptera:Cicindela sexguttata",1.65770017699119,-0.401350175634201,956.49270324707,0.494577485918999,0.584946216489698,-0.491440655239948,-0.481971142336472,0.417329177499174,"Coleoptera","univoltine","holometabolous","underground","Larvae","carnivorous","Spring",73.75914392856,1875000,2425000,-9232,-19.6799999999999,77.4700000000001,93.0138888888889,19.7757635797812,"Spring"
"23",121.8,120,124,2018,159.55,148.55,160,37.75,"Cicindela sexguttata","Coleoptera",3076,1221923.3106829,499280.756893216,"Coleoptera:Cicindela sexguttata",-0.574433220711662,-1.34422972951422,1098.05499186198,0.340229914188385,-0.0802651926008096,-0.694564848186884,-0.91925385002454,1.07593739189168,"Coleoptera","univoltine","holometabolous","underground","Larvae","carnivorous","Spring",225.401873821937,1550000,2875000,-8735,-40.0499999999999,81.7500000000001,93.0138888888889,19.7757635797812,"Spring"
"24",129.4,115,139,2019,204.4,174.6,241,74.9999999999999,"Cicindela sexguttata","Coleoptera",3076,1221923.3106829,499280.756893216,"Coleoptera:Cicindela sexguttata",-0.293459389701177,-1.41561194533226,1057.87962809245,0.308608070810636,-0.0802651926008096,-0.38987855876648,-1.00884181787702,0.889024444568553,"Coleoptera","univoltine","holometabolous","underground","Larvae","carnivorous","Spring",225.401873821937,1550000,2875000,-8735,-40.0499999999999,89.3500000000001,93.0138888888889,19.7757635797812,"Spring"
"25",120.6,114,126,2019,180.4,166.2,187,59.8,"Cicindela sexguttata","Coleoptera",3174,1896923.3106829,549280.756893216,"Coleoptera:Cicindela sexguttata",0.403533350238241,-0.985076577642631,991.920598347982,0.391695414980253,0.929081555165853,-0.491440655239948,-0.773446738928106,0.582154873384674,"Coleoptera","univoltine","holometabolous","underground","Larvae","carnivorous","Spring",33.4718400443452,2225000,2925000,-9364,-41.1599999999999,79.4400000000001,93.0138888888889,19.7757635797812,"Spring"
"26",71.65,35,75.1,2019,294.85,271.15,365,223.2,"Ellychnia corrusca","Coleoptera",3174,1896923.3106829,524280.756893216,"Coleoptera:Ellychnia corrusca",0.403533350238241,-0.985076577642631,991.920598347982,0.391695414980253,0.929081555165853,3.67260530017224,-0.773446738928106,0.582154873384674,"Coleoptera","not univoltine","holometabolous","above ground","Adults","carnivorous","Spring",45.3674733061605,2225000,2900000,-9325,-40.5499999999999,31.1000000000001,75.97,17.6197190669999,"Spring"
"27",103.5,79,128,2019,318.5,299,333,215,"Ellychnia corrusca","Coleoptera",3174,1921923.3106829,524280.756893216,"Coleoptera:Ellychnia corrusca",0.403533350238241,-0.985076577642631,991.920598347982,0.391695414980253,0.929081555165853,-0.593002751713416,-0.773446738928106,0.582154873384674,"Coleoptera","not univoltine","holometabolous","above ground","Adults","carnivorous","Spring",28.4710545098875,2250000,2900000,-9381,-40.1899999999999,63.3100000000001,75.97,17.6197190669999,"Spring"
"28",68,48,83,2019,289,252,309,221,"Ellychnia corrusca","Coleoptera",3174,1896923.3106829,549280.756893216,"Coleoptera:Ellychnia corrusca",0.403533350238241,-0.985076577642631,991.920598347982,0.391695414980253,0.929081555165853,0.422618213021264,-0.773446738928106,0.582154873384674,"Coleoptera","not univoltine","holometabolous","above ground","Adults","carnivorous","Spring",33.4718400443452,2225000,2925000,-9364,-41.1599999999999,26.8400000000001,75.97,17.6197190669999,"Spring"
"29",56.4,56,73.2,2017,240.8,142,294,184.4,"Ellychnia corrusca","Coleoptera",3354,1746923.3106829,724280.756893216,"Coleoptera:Ellychnia corrusca",0.213954741617013,-1.53531201592869,1089.73798828125,0.377787588834763,-1.50771457842258,-0.694564848186884,-0.812849055445072,1.03724313983489,"Coleoptera","not univoltine","holometabolous","above ground","Adults","carnivorous","Spring",420.339971787991,2075000,3100000,-8095,-59.6499999999999,-3.24999999999988,75.97,17.6197190669999,"Spring"
"30",80.3,74,106.1,2019,320.7,297,362,240.4,"Ellychnia corrusca","Coleoptera",3354,1746923.3106829,724280.756893216,"Coleoptera:Ellychnia corrusca",0.372385127295431,-1.68964934299767,1139.74466430664,0.37185007750988,-1.50771457842258,-0.186754365819544,-0.829670641945992,1.26989554978835,"Coleoptera","not univoltine","holometabolous","above ground","Adults","carnivorous","Spring",420.339971787991,2075000,3100000,-8095,-59.6499999999999,20.6500000000001,75.97,17.6197190669999,"Spring"
"31",141.3,135,147.6,2019,186.2,173,189,44.9,"Exomala orientalis","Coleoptera",2715,1546923.3106829,24280.7568932157,"Coleoptera:Exomala orientalis",0.139959782035274,-0.236659117005188,987.247207641602,0.444415647685528,0.584946216489698,-0.186754365819544,-0.62408484195221,0.560412264259017,"Coleoptera","univoltine","holometabolous","underground","Larvae","live plants","Summer",54.218742617247,1875000,2400000,-9296,-18.0399999999999,123.26,166.075,18.1031496645688,"Summer"
"32",161.8,160,164,2018,193.8,179.75,201,32,"Exomala orientalis","Coleoptera",2804,1271923.3106829,149280.756893216,"Coleoptera:Exomala orientalis",1.6713154505026,-0.902658270827888,1026.65618347168,0.400997824966908,-0.412109511148897,-0.694564848186884,-0.747092044899692,0.743759647636592,"Coleoptera","univoltine","holometabolous","underground","Larvae","live plants","Summer",318.264178637974,1600000,2525000,-8430,-29.4999999999999,132.3,166.075,18.1031496645688,"Summer"
"33",166.45,166,169.6,2019,210.8,186.75,227,44.35,"Exomala orientalis","Coleoptera",2899,1746923.3106829,274280.756893216,"Coleoptera:Exomala orientalis",0.737542236350211,-0.504772415062934,986.858995863971,0.432491898887298,1.84061507119078,-0.694564848186884,-0.657866061195377,0.558606137301242,"Coleoptera","univoltine","holometabolous","underground","Larvae","live plants","Summer",4.51859038880027,2075000,2650000,-9459,-28.0099999999999,138.44,166.075,18.1031496645688,"Summer"
"34",168.75,166,174.3,2018,211.4,200.9,218,42.65,"Exomala orientalis","Coleoptera",2899,1746923.3106829,299280.756893216,"Coleoptera:Exomala orientalis",1.57097489631917,-0.544444524376296,979.641096047794,0.340470449363484,1.84061507119078,-0.491440655239948,-0.918572388881471,0.525025385279579,"Coleoptera","univoltine","holometabolous","underground","Larvae","live plants","Summer",14.1720053838237,2075000,2675000,-9428,-29.3199999999999,139.43,166.075,18.1031496645688,"Summer"
"35",131.25,115,144.25,2019,190.1,186,194,58.85,"Exomala orientalis","Coleoptera",2899,1746923.3106829,299280.756893216,"Coleoptera:Exomala orientalis",0.737542236350211,-0.504772415062934,986.858995863971,0.432491898887298,1.84061507119078,-0.288316462293012,-0.657866061195377,0.558606137301242,"Coleoptera","univoltine","holometabolous","underground","Larvae","live plants","Summer",14.1720053838237,2075000,2675000,-9428,-29.3199999999999,101.93,166.075,18.1031496645688,"Summer"
"36",181.25,179,184,2019,213.65,203.65,215,32.4,"Exomala orientalis","Coleoptera",2991,1796923.3106829,374280.756893216,"Coleoptera:Exomala orientalis",0.731761819092012,-0.803561863201557,943.416705924021,0.448864536805892,0.684495398395333,-0.694564848186884,-0.611480676827072,0.356494054440649,"Coleoptera","univoltine","holometabolous","underground","Larvae","live plants","Summer",31.8880305514121,2125000,2750000,-9370,-33.2999999999999,147.95,166.075,18.1031496645688,"Summer"
"37",182.7,180,186,2017,207.05,197.1,212,24.35,"Exomala orientalis","Coleoptera",3174,1896923.3106829,524280.756893216,"Coleoptera:Exomala orientalis",0.0412546899427027,-0.861342653200673,965.228986612956,0.398439621925354,0.929081555165853,-0.694564848186884,-0.754339699918062,0.457974098150923,"Coleoptera","univoltine","holometabolous","underground","Larvae","live plants","Summer",45.3674733061605,2225000,2900000,-9325,-40.5499999999999,142.15,166.075,18.1031496645688,"Summer"
"38",161.5,160,171.75,2018,200.75,197,203,39.25,"Exomala orientalis","Coleoptera",3174,1896923.3106829,524280.756893216,"Coleoptera:Exomala orientalis",0.866667435912184,-0.914307319129169,999.567685953776,0.444370787342389,0.929081555165853,-0.0851922693460759,-0.624211935965389,0.617732390268818,"Coleoptera","univoltine","holometabolous","underground","Larvae","live plants","Summer",45.3674733061605,2225000,2900000,-9325,-40.5499999999999,120.95,166.075,18.1031496645688,"Summer"
"39",181.25,179,183.25,2019,214.5,209.5,216,33.25,"Exomala orientalis","Coleoptera",3174,1896923.3106829,524280.756893216,"Coleoptera:Exomala orientalis",0.403533350238241,-0.985076577642631,991.920598347982,0.391695414980253,0.929081555165853,0.930428695388604,-0.773446738928106,0.582154873384674,"Coleoptera","univoltine","holometabolous","underground","Larvae","live plants","Summer",45.3674733061605,2225000,2900000,-9325,-40.5499999999999,140.7,166.075,18.1031496645688,"Summer"
"40",184.5,184,185,2019,209.5,196.5,210,25,"Exomala orientalis","Coleoptera",3174,1896923.3106829,549280.756893216,"Coleoptera:Exomala orientalis",0.403533350238241,-0.985076577642631,991.920598347982,0.391695414980253,0.929081555165853,-0.593002751713416,-0.773446738928106,0.582154873384674,"Coleoptera","univoltine","holometabolous","underground","Larvae","live plants","Summer",33.4718400443452,2225000,2925000,-9364,-41.1599999999999,143.34,166.075,18.1031496645688,"Summer"
"41",162.5,162,165,2019,197,179,204,34.5,"Photinus pyralis","Coleoptera",2616,696923.310682897,-25719.2431067843,"Coleoptera:Photinus pyralis",0.722876486831133,-0.429702029152371,1044.27303833008,0.381944820582867,-1.80278763628117,-0.593002751713416,-0.801071185959244,0.825720778916866,"Coleoptera","not univoltine","holometabolous","above ground","Larvae","carnivorous","Summer",173.444426442474,1025000,2350000,-8905,-13.1499999999998,149.35,162.983333333333,12.5718203402159,"Summer"
"42",150.8,142,158,2018,188.7,182.15,192,37.9,"Photinus pyralis","Coleoptera",2715,1546923.3106829,24280.7568932157,"Coleoptera:Photinus pyralis",1.65770017699119,-0.401350175634201,956.49270324707,0.494577485918999,0.584946216489698,-0.491440655239948,-0.481971142336472,0.417329177499174,"Coleoptera","not univoltine","holometabolous","above ground","Larvae","carnivorous","Summer",54.218742617247,1875000,2400000,-9296,-18.0399999999999,132.76,162.983333333333,12.5718203402159,"Summer"
"43",145.2,143,147,2019,177.7,166.35,181,32.5,"Photinus pyralis","Coleoptera",2715,1546923.3106829,24280.7568932157,"Coleoptera:Photinus pyralis",0.139959782035274,-0.236659117005188,987.247207641602,0.444415647685528,0.584946216489698,-0.491440655239948,-0.62408484195221,0.560412264259017,"Coleoptera","not univoltine","holometabolous","above ground","Larvae","carnivorous","Summer",54.218742617247,1875000,2400000,-9296,-18.0399999999999,127.16,162.983333333333,12.5718203402159,"Summer"
"44",170.35,169,172,2018,200.55,192.6,201,30.2,"Photinus pyralis","Coleoptera",2798,671923.310682897,199280.756893216,"Coleoptera:Photinus pyralis",-0.300939503014611,-0.85573003601301,1145.48905761719,0.48371327906847,-1.03469935939118,-0.694564848186884,-0.512750569153592,1.2966209203517,"Coleoptera","not univoltine","holometabolous","above ground","Larvae","carnivorous","Summer",209.817739921369,1e+06,2575000,-8786,-23.1399999999999,147.21,162.983333333333,12.5718203402159,"Summer"
"45",176.05,172,181,2019,219.6,202.15,225,43.55,"Photinus pyralis","Coleoptera",2899,1721923.3106829,299280.756893216,"Coleoptera:Photinus pyralis",0.737542236350211,-0.504772415062934,986.858995863971,0.432491898887298,1.84061507119078,-0.694564848186884,-0.657866061195377,0.558606137301242,"Coleoptera","not univoltine","holometabolous","above ground","Larvae","carnivorous","Summer",46.1936142979494,2050000,2675000,-9323,-30.1699999999999,145.88,162.983333333333,12.5718203402159,"Summer"
"46",173,168,178,2019,208.5,193.5,217,35.5,"Photinus pyralis","Coleoptera",2899,1746923.3106829,299280.756893216,"Coleoptera:Photinus pyralis",0.737542236350211,-0.504772415062934,986.858995863971,0.432491898887298,1.84061507119078,-0.593002751713416,-0.657866061195377,0.558606137301242,"Coleoptera","not univoltine","holometabolous","above ground","Larvae","carnivorous","Summer",14.1720053838237,2075000,2675000,-9428,-29.3199999999999,143.68,162.983333333333,12.5718203402159,"Summer"
"47",162.8,161,165,2018,189.05,180.65,194,26.25,"Popillia japonica","Coleoptera",2350,1446923.3106829,-350719.243106784,"Coleoptera:Popillia japonica",1.76601400616049,0.284095038212853,849.182841186523,0.427006088197231,-0.38592269403587,-0.694564848186884,-0.673407932865399,-0.0819221226169127,"Coleoptera","univoltine","holometabolous","underground","Larvae","live plants","Fall",127.995351921435,1775000,2025000,-9054,-4.65999999999987,158.14,186.833928571429,12.2115411399621,"Fall"
"48",149,142,156,2019,182.5,173.5,188,33.5,"Popillia japonica","Coleoptera",2350,1446923.3106829,-350719.243106784,"Coleoptera:Popillia japonica",0.245015366168036,0.450913501349246,826.13110168457,0.481561427116394,-0.38592269403587,-0.593002751713416,-0.518846989314901,-0.189168657980027,"Coleoptera","univoltine","holometabolous","underground","Larvae","live plants","Fall",127.995351921435,1775000,2025000,-9054,-4.65999999999987,144.34,186.833928571429,12.2115411399621,"Fall"
"49",166.75,163,168,2019,205.75,197.75,211,39,"Popillia japonica","Coleoptera",2616,696923.310682897,-25719.2431067843,"Coleoptera:Popillia japonica",0.722876486831133,-0.429702029152371,1044.27303833008,0.381944820582867,-1.80278763628117,-0.0851922693460759,-0.801071185959244,0.825720778916866,"Coleoptera","univoltine","holometabolous","underground","Larvae","live plants","Fall",173.444426442474,1025000,2350000,-8905,-13.1499999999998,153.6,186.833928571429,12.2115411399621,"Fall"
"50",178.5,171,186,2018,261.5,241,263,83,"Popillia japonica","Coleoptera",2602,-728076.689317103,-719.243106784299,"Coleoptera:Popillia japonica",-2.25292332733298,-0.45015291903324,925.519929199219,0.807840210497379,-0.0943817801666273,-0.593002751713416,0.405534704924004,0.273230607109933,"Coleoptera","univoltine","holometabolous","underground","Larvae","live plants","Fall",1671.8997741686,-4e+05,2375000,-3990,-51.8999999999998,126.6,186.833928571429,12.2115411399621,"Fall"
"51",183.65,116,197,2019,260.7,228.85,317,77.05,"Popillia japonica","Coleoptera",2602,-728076.689317103,-719.243106784299,"Coleoptera:Popillia japonica",-1.95323431539133,-0.653802214997328,976.237246704102,0.67208016872406,-0.0943817801666273,0.727304502441668,0.0209124008809312,0.509189224673216,"Coleoptera","univoltine","holometabolous","underground","Larvae","live plants","Fall",1671.8997741686,-4e+05,2375000,-3990,-51.8999999999998,131.75,186.833928571429,12.2115411399621,"Fall"
"52",166.2,165,168,2019,200.2,189,208,34,"Popillia japonica","Coleoptera",2715,1546923.3106829,49280.7568932157,"Coleoptera:Popillia japonica",0.139959782035274,-0.236659117005188,987.247207641602,0.444415647685528,0.584946216489698,-0.38987855876648,-0.62408484195221,0.560412264259017,"Coleoptera","univoltine","holometabolous","underground","Larvae","live plants","Fall",73.75914392856,1875000,2425000,-9232,-19.6799999999999,146.52,186.833928571429,12.2115411399621,"Fall"
"53",159.55,116,183,2019,240.75,218.55,244,81.2,"Popillia japonica","Coleoptera",2791,-3076.68931710347,149280.756893216,"Coleoptera:Popillia japonica",-0.438370886900338,-0.98534387840197,1208.47380981445,0.749687069058418,-0.8089165649922,-0.288316462293012,0.240780813017117,1.58965288235562,"Coleoptera","univoltine","holometabolous","underground","Larvae","live plants","Fall",346.342708103766,325000,2525000,-8338,-20.2199999999999,139.33,186.833928571429,12.2115411399621,"Fall"
"54",168.45,168,169.8,2018,194.65,188,196,26.2,"Popillia japonica","Coleoptera",2804,1271923.3106829,149280.756893216,"Coleoptera:Popillia japonica",1.6713154505026,-0.902658270827888,1026.65618347168,0.400997824966908,-0.412109511148897,-0.694564848186884,-0.747092044899692,0.743759647636592,"Coleoptera","univoltine","holometabolous","underground","Larvae","live plants","Fall",318.264178637974,1600000,2525000,-8430,-29.4999999999999,138.95,186.833928571429,12.2115411399621,"Fall"
"55",174.7,172,178,2019,233,207.65,242,58.3,"Popillia japonica","Coleoptera",2804,1271923.3106829,149280.756893216,"Coleoptera:Popillia japonica",0.58938420467669,-0.750971877535838,989.241179199219,0.371593192815781,-0.412109511148897,-0.694564848186884,-0.830398422975131,0.569689071380184,"Coleoptera","univoltine","holometabolous","underground","Larvae","live plants","Fall",318.264178637974,1600000,2525000,-8430,-29.4999999999999,145.2,186.833928571429,12.2115411399621,"Fall"
"56",179.35,178,181,2018,217.4,190.2,221,38.05,"Popillia japonica","Coleoptera",2796,546923.310682897,174280.756893216,"Coleoptera:Popillia japonica",-0.444110268131061,-0.868442063629109,1183.97722412109,0.464581132829189,-2.061908547872,-0.694564848186884,-0.566953927312012,1.47568430555403,"Coleoptera","univoltine","holometabolous","underground","Larvae","live plants","Fall",197.769221070795,875000,2550000,-8825,-20.7499999999999,158.6,186.833928571429,12.2115411399621,"Fall"
"57",168.1,164,171.1,2018,201.9,197.1,203,33.8,"Popillia japonica","Coleoptera",2798,671923.310682897,199280.756893216,"Coleoptera:Popillia japonica",-0.300939503014611,-0.85573003601301,1145.48905761719,0.48371327906847,-1.03469935939118,0.6257424059682,-0.512750569153592,1.2966209203517,"Coleoptera","univoltine","holometabolous","underground","Larvae","live plants","Fall",209.817739921369,1e+06,2575000,-8786,-23.1399999999999,144.96,186.833928571429,12.2115411399621,"Fall"
